LATITUDE,LONGITUDE,NUMBER,X,Y,NAME
1.296098115,103.7891805,18029,23087.8143,30941.506,Tempco Mfg Ayer Rajah Cres
1.295916389,103.7904519,18039,23229.3199,30921.4093,Basement Food Ct Ayer Rajah Cres
1.288360253,103.793174,18041,23532.2508,30085.8855,Normanton Pk AYE
1.290181477,103.7920809,18049,23410.6015,30287.2691,Opp Science Pk AYE
1.29863776,103.7873442,18051,22883.4569,31222.3306,One-North Stn Ayer Rajah Ave
1.298491389,103.7872067,18059,22868.1542,31206.1459,Opp One-North Stn Ayer Rajah Ave
1.296715889,103.7873805,18061,22887.4919,31009.8199,Blk 71 Ayer Rajah Cres
1.296490641,103.7875521,18069,22906.5958,30984.9128,Opp Blk 71 Ayer Rajah Cres
1.295408098,103.784475,18071,22564.1375,30865.2171,NUH Buona Vista Flyover
1.296481774,103.7845539,18079,22572.9205,30983.9385,Opp NUH Buona Vista Flyover
1.294785192,103.7873375,18081,22882.7119,30796.3334,Blk 55 Ayer Rajah Cres
1.294806759,103.7875736,18089,22908.9807,30798.7177,S`pore Post Ayer Rajah Cres
1.293931694,103.7895362,18099,23127.3984,30701.9536,Ayer Rajah Bus Pk Ayer Rajah Cres
1.292824732,103.7863618,18101,22774.118,30579.5577,PSB Science Pk Bldg Buona Vista Flyover
1.294034366,103.786726,18109,22814.6509,30713.3121,Opp PSB Science Pk Bldg Buona Vista Flyover
1.300593056,103.7844842,18111,22565.1686,31438.5432,Fairfield Meth Pr Sch Dover Rd
1.300046389,103.7846675,18119,22585.5707,31378.0952,Opp Fairfield Meth Pr Sch Dover Rd
1.29751168,103.7854209,18121,22669.4175,31097.8184,Opp Ayer Rajah Ind Est Buona Vista Flyover
1.297762254,103.7857077,18129,22701.3283,31125.525,Ayer Rajah Ind Est Buona Vista Flyover
1.289500735,103.7918328,18131,23382.9851,30211.9966,Science Pk AYE
1.304182797,103.7878809,18141,22943.2033,31835.4713,Aft Anglo-Chinese JC Nth Buona Vista Rd
1.302530011,103.7872414,18149,22872.0321,31652.716,Essec Business Sch Nth Buona Vista Rd
1.300510831,103.7886429,18151,23027.9939,31429.4426,Opp One-North Stn/Galaxis Portsdown Rd
1.300346899,103.7885837,18159,23021.4083,31411.316,One-North Stn/Galaxis Portsdown Rd
1.299054786,103.7941291,18171,23638.5609,31268.4305,Bef Weyhill Cl Portsdown Rd
1.299881075,103.7930455,18179,23517.9643,31359.7992,Opp Weyhill Cl Portsdown Rd
1.297145853,103.7936936,18181,23590.0921,31057.3512,Opp Tanglin Trust Sch Portsdown Rd
1.29839663,103.7939032,18189,23613.4145,31195.6553,Tanglin Trust Sch Portsdown Rd
1.294456111,103.7959439,18191,23840.5229,30759.9295,Bef Whitchurch Rd Portsdown Rd
1.295443428,103.7940762,18199,23632.6642,30869.1051,Aft Whitchurch Rd Portsdown Rd
1.294980988,103.7932288,18201,23538.3527,30817.9723,Mediacorp Campus Media Circle
1.294705278,103.7953564,18209,23775.1397,30787.4821,Bef All Saints Chapel Portsdown Rd
1.291618168,103.7952226,18211,23760.2491,30446.1256,Infinite Studios Portsdown Rd
1.296303057,103.7834132,18221,22445.9686,30964.1794,NUH Lower Kent Ridge Rd
1.296789434,103.7831878,18239,22420.8891,31017.9609,Opp NUH Lower Kent Ridge Rd
1.290923045,103.7870786,18241,22853.8874,30369.2775,Opp Dnv Gl Technology Ctr Science Pk Dr
1.290724,103.787127,18249,22859.2723,30347.268,Dnv Gl Technology Ctr Science Pk Dr
1.290681389,103.7884536,18251,23006.9127,30342.5536,Opp Reuters Science Pk Dr
1.290159967,103.7893381,18261,23105.3436,30284.8958,Opp DSO Natl Laboratories Science Pk Dr
1.290103333,103.7891869,18269,23088.5253,30278.6337,Bef Reuters Science Pk Dr
1.288407,103.7899278,18271,23170.9714,30091.0605,Blk 85 Science Pk Dr
1.288406368,103.7897662,18279,23152.9911,30090.9909,Opp Blk 85 Science Pk Dr
1.287525569,103.7912122,18281,23313.9161,29993.594,The Rutherford Science Pk Dr
1.287381057,103.791206,18289,23313.2217,29977.6146,Opp The Rutherford Science Pk Dr
1.297411389,103.7811197,18301,22190.7287,31086.7382,Lim Seng Tjoe Bldg (LT 27) Lower Kent Ridge Rd
1.297520116,103.781342,18309,22215.465,31098.7602,Blk S17 Lower Kent Ridge Rd
1.297438148,103.7779213,18311,21834.7763,31089.7047,Blk S12 Lower Kent Ridge Rd
1.297526389,103.7781311,18319,21858.1229,31099.4614,Opp University Hall Lower Kent Ridge Rd
1.298793333,103.7756192,18321,21578.5688,31239.5598,Opp University Health Ctr Lower Kent Ridge Rd
1.298924443,103.7761142,18329,21633.6583,31254.0561,University Health Ctr Lower Kent Ridge Rd
1.29370722,103.7848914,18331,22610.4754,30677.1418,Kent Ridge Stn Exit A/NUH Lower Kent Ridge Rd
1.293793029,103.7850791,18339,22631.3649,30686.6297,Opp Kent Ridge Stn Exit A Lower Kent Ridge Rd
1.307816389,103.7842367,19011,22537.6396,32237.263,Blk 19A CP C`wealth Ave West
1.308073056,103.7847592,19019,22595.7896,32265.6428,Blk 27 C`wealth Ave West
1.309654902,103.7812018,19021,22199.892,32440.5632,SP SMA C`wealth Ave West
1.30956092,103.7820188,19029,22290.8148,32430.1693,Opp SP SMA C`wealth Ave West
1.311234166,103.7783836,19031,21886.257,32615.1969,Dover Stn Exit A C`wealth Ave West
1.311679512,103.7786839,19039,21919.678,32664.4402,Dover Stn Exit B C`wealth Ave West
1.312359722,103.7755275,19041,21568.4016,32739.6623,Opp Sch Of Science & Tech C`wealth Ave West
1.312663021,103.7747922,19049,21486.5659,32773.2015,Sch Of Science & Tech C`wealth Ave West
1.308964444,103.7739233,19051,21389.8641,32364.2339,New Town Sec Sch Dover Rd
1.308945,103.7727225,19059,21256.2225,32362.0871,University Town Dover Rd
1.307524427,103.7778212,19061,21823.6596,32204.9942,Ayer Rajah Telecoms Dover Rd
1.307787583,103.7767117,19069,21700.181,32234.0954,Opp Ayer Rajah Telecoms Dover Rd
1.305155,103.7810831,19071,22186.6658,31942.9873,Opp Acs Independent Dover Rd
1.306103056,103.7801297,19079,22080.5707,32047.8207,Dover Ct Intl Sch Dover Rd
1.302569722,103.7828247,19081,22380.4916,31657.1165,Opp ACS Boarding Sch Dover Rd
1.303703056,103.7818439,19089,22271.3363,31782.437,Acs Independent Dover Rd
1.307392778,103.7820822,19091,22297.8689,32190.427,S`pore Poly Dover Ave
1.306959283,103.7819302,19099,22280.9502,32142.4937,Opp S`pore Poly Dover Ave
1.313086245,103.7612873,20011,19983.6055,32820.0387,Blk 506 AYE
1.313576111,103.7615108,20019,20008.4828,32874.2049,Blk 431 AYE
1.316689044,103.7579229,20021,19609.1907,33218.429,Newest AYE
1.31776998,103.7576127,20029,19574.6691,33337.9546,Opp Newest AYE
1.320559871,103.7546468,20031,19244.6029,33646.4569,The Infiniti AYE
1.321024998,103.7547151,20039,19252.2088,33697.888,Opp The Infiniti AYE
1.322587081,103.7475443,20051,18454.1728,33870.6418,Cycle & Carriage AYE
1.323321087,103.7476935,20059,18470.7825,33951.8039,Opp Cycle & Carriage AYE
1.323806141,103.7429857,20061,17946.8477,34005.4573,Aft Jurong Town Hall Rd Jln Ahmad Ibrahim
1.324056365,103.7441879,20069,18080.65,34033.121,Bef Jurong Town Hall Rd Jln Ahmad Ibrahim
1.326604729,103.7387923,20081,17480.1773,34314.9287,Carrier S`pore Jln Ahmad Ibrahim
1.327029677,103.739223,20089,17528.1086,34361.9155,Opp Carrier S`pore Jln Ahmad Ibrahim
1.319937142,103.7622193,20101,20087.3449,33577.5733,Nan Hua Pr Sch C`wealth Ave West
1.320852201,103.76207,20109,20070.7356,33678.7563,Blk 203 C`wealth Ave West
1.320239722,103.73708,20121,17289.5903,33611.1252,Opp Blk 51 West Coast Rd
1.32034555,103.7375411,20129,17340.9016,33622.8251,Bet Blks 50/51 West Coast Rd
1.315593616,103.7518512,20131,18933.459,33097.3234,S`pore Food Industries Bldg West Coast Rd
1.315841669,103.7520438,20139,18954.8961,33124.7511,Opp Angliss Bldg West Coast Rd
1.317719998,103.7487711,20141,18590.6813,33332.4594,Opp Blk 408 West Coast Rd
1.317959697,103.7489727,20149,18613.1202,33358.9634,Blk 408 West Coast Rd
1.318296687,103.7463105,20151,18316.8447,33396.2362,Opp Blk 411 West Coast Rd
1.318511375,103.7464017,20159,18326.9944,33419.975,Blk 411 West Coast Rd
1.319154766,103.742137,20161,17852.3759,33491.135,Opp Blks 34/35 West Coast Rd
1.319283478,103.7425125,20169,17894.1669,33505.3658,Blk 35 West Coast Rd
1.319676814,103.7398443,20171,17597.2329,33548.8699,Opp Blk 47 West Coast Rd
1.32000212,103.7391007,20179,17514.473,33584.8437,Aft Teban Gdns Rd West Coast Rd
1.320484789,103.7474585,20181,18444.6127,33638.1812,Ayer Rajah CC Pandan Gdns
1.320305014,103.747273,20189,18423.9723,33618.3033,Opp Ayer Rajah CC Pandan Gdns
1.319241667,103.7484564,20191,18555.668,33500.7192,Blk 407 Pandan Gdns
1.31908111,103.7481997,20199,18527.1028,33482.9666,Blk 410 Pandan Gdns
1.321276111,103.7434053,20201,17993.5364,33725.6975,Teban Gdn PO Teban Gdns Rd
1.320433333,103.7440744,20209,18068.0047,33632.5047,Bef Jurong Town Hall Rd Teban Gdns Rd
1.321771939,103.74184,20211,17819.3386,33780.5301,Blk 41 Teban Gdns Rd
1.3220569,103.7414333,20219,17774.0741,33812.0413,Opp Blk 41 Teban Gdns Rd
1.322344073,103.739444,20231,17552.6848,33843.8038,Bef Hasanah Mque Teban Gdns Rd
1.322468796,103.7394701,20239,17555.5966,33857.5949,Aft Hasanah Mque Teban Gdns Rd
1.321162775,103.7363836,20241,17212.095,33713.1948,Opp Blk 54 Penjuru Rd
1.32162,103.7367036,20249,17247.7064,33763.7511,Blk 54 Penjuru Rd
1.31975501,103.744471,20251,18112.1372,33557.4975,Bef Teban Gdns Rd Jurong Town Hall Rd
1.319621876,103.74477,20259,18145.4129,33542.7751,C`wealth Sec Sch Jurong Town Hall Rd
1.321599731,103.7454642,20261,18222.6792,33761.4736,Aft Pandan Gdns Jurong Town Hall Rd
1.321517807,103.7458094,20269,18261.0981,33752.4135,Bef Pandan Gdns Jurong Town Hall Rd
1.325275533,103.7455089,20271,18227.6617,34167.9253,Opp German Ctr Jurong Town Hall Rd
1.312342195,103.7548421,20281,19266.3166,32737.787,Opp The Japanese Sec Sch West Coast Highway
1.312488018,103.7550342,20289,19287.6862,32753.9107,The Japanese Sec Sch West Coast Highway
1.310950622,103.7577143,20291,19585.9567,32583.904,Tanglin Sec Sch West Coast Rd
1.310928042,103.7585754,20299,19681.7926,32581.4043,Opp Tanglin Sec Sch West Coast Rd
1.310623031,103.7540377,20309,19176.7792,32547.6933,Blk L Pandan Light Ind Pk Pandan Loop
1.312594685,103.7528442,20319,19043.9665,32765.7131,Blk T Pandan Light Ind Pk Pandan Loop
1.315033046,103.7510207,20329,18841.0312,33035.3414,S`pore Food Ind Pandan Loop
1.313291389,103.7492633,20331,18645.4509,32842.7642,Vejoil Pte Ltd Pandan Loop
1.311864722,103.7504733,20341,18780.1072,32685.0061,Pan Tech Ind Cplx Pandan Loop
1.325343287,103.7286685,21011,16353.4955,34175.49,Aft Jurong Lake Jln Ahmad Ibrahim
1.325548678,103.7270332,21019,16171.5017,34198.2089,Aft Yuan Ching Rd Jln Ahmad Ibrahim
1.324193222,103.7237901,21021,15810.5712,34048.3449,Bef Jurong Port Rd Jln Ahmad Ibrahim
1.324315131,103.7216714,21029,15574.7875,34061.8356,Aft Corp Pl Jln Ahmad Ibrahim
1.320919722,103.7201203,21041,15402.1407,33686.3957,Aft Jln Terusan Jurong Port Rd
1.321072505,103.7202452,21049,15416.0452,33703.2891,Bef Jln Terusan Jurong Port Rd
1.31226087,103.7304481,21051,16551.4877,32728.8928,Bef Penjuru Rd Jln Boon Lay
1.311958647,103.7301381,21059,16516.9862,32695.476,Aft Penjuru Rd Jln Boon Lay
1.312373056,103.7191853,21069,15298.041,32741.3522,Bef Jln Tepong Jurong Port Rd
1.313906522,103.7223448,21071,15649.6689,32910.8995,Jurong Abattoir Jln Buroh
1.313445356,103.7227976,21079,15700.0679,32859.9038,Opp Jurong Abattoir Jln Buroh
1.312064875,103.7229645,21089,15718.6346,32707.2562,Bef Jln Buroh Fishery Port Rd
1.310143772,103.7111035,21099,14398.5977,32494.8914,Jurong Island Checkpt Jurong Pier Way
1.311002999,103.7210977,21109,15510.8699,32589.8484,Ctrl Fish Proc Fty Jln Tepong
1.314426405,103.7123833,21111,14541.0525,32968.4371,Aft Jurong Pier Rd Jln Buroh
1.313972918,103.7120194,21119,14500.55,32918.2946,Bef Jurong Pier Rd Jln Buroh
1.314596215,103.7148321,21121,14813.5808,32987.2008,SPC Svc Stn Jln Buroh
1.314219807,103.714829,21129,14813.235,32945.5794,Opp SPC Svc Stn Jln Buroh
1.314708333,103.7179936,21131,15165.4315,32999.5817,Bef Jurong Port Rd Jln Buroh
1.314330447,103.7184656,21139,15217.9609,32957.7945,Aft Jurong Port Rd Jln Buroh
1.315174311,103.7195737,21141,15341.2812,33051.0992,Aft Jln Buroh Jurong Port Rd
1.315647364,103.7198746,21149,15374.7749,33103.4056,Jurong Port Workshops Jurong Port Rd
1.316992031,103.7198894,21151,15376.4313,33252.0922,CWT Distripark Jurong Port Rd
1.318685624,103.7204292,21159,15436.5119,33439.3586,Sin Soon Huat Jurong Port Rd
1.350439494,103.7127413,21161,14581.0945,36950.5869,Blk 216B Corporation Rd
1.350743561,103.7127581,21169,14582.9661,36984.209,Opp Blk 216B Corporation Rd
1.325816389,103.7190661,21171,15284.8471,34227.8505,Opp Corp Pl Corporation Rd
1.325861667,103.7192953,21179,15310.3514,34232.8559,Corp Pl Corporation Rd
1.330237475,103.7210073,21181,15500.8993,34716.7026,Opp Blk 161 Corporation Rd
1.330260466,103.7212229,21189,15524.9034,34719.2437,Blk 161 Corporation Rd
1.332909823,103.7204454,21191,15438.3858,35012.2005,Jurong Stadium Corporation Rd
1.333309472,103.7205129,21199,15445.9014,35056.3914,Opp Jurong Stadium Corporation Rd
1.336833964,103.7177864,21201,15142.4841,35446.1266,Sime Rengo Packaging Ltd Corporation Rd
1.336876486,103.718056,21209,15172.4888,35450.827,Opp Sime Rengo Packaging Ltd Corporation Rd
1.340049722,103.7160683,21211,14951.299,35801.7185,Opp Lakepoint Condo Corporation Rd
1.340103561,103.7162593,21219,14972.5529,35807.6707,Lakepoint Condo Corporation Rd
1.342003461,103.7160202,21229,14945.9544,36017.7536,Opp S`pore A`space Mfg Corporation Rd
1.343595351,103.7159904,21231,14942.645,36193.7772,Blk 203 Corporation Rd
1.344504826,103.7163304,21239,14980.4827,36294.3407,Opp Blk 203 Corporation Rd
1.349736652,103.7123543,21241,14538.014,36872.8721,Opp Blk 213 Boon Lay Ave
1.34958422,103.7124932,21249,14553.4743,36856.0162,Blk 213 Boon Lay Ave
1.336241213,103.7103474,21251,14314.5997,35380.6233,Sime Darby Chin Bee Dr
1.336041349,103.710437,21259,14324.5687,35358.5228,Opp Sime Darby Chin Bee Dr
1.33393514,103.7102509,21261,14303.8408,35125.6295,Aft Chin Bee Ave Quality Rd
1.334181837,103.7104976,21269,14331.3044,35152.9066,Bef Chin Bee Ave Quality Rd
1.334658968,103.7194732,21271,15330.1921,35205.6174,Opp Assyakirin Mque Corporation Rd
1.334912826,103.7195252,21279,15335.9831,35233.6875,Assyakirin Mque Corporation Rd
1.31585423,103.7094335,21291,14212.7795,33126.3351,Aft Jln Buroh Jurong Pier Rd
1.315870349,103.7099458,21299,14269.787,33128.1146,Bef Jln Buroh Jurong Pier Rd
1.318497215,103.7099705,21301,14272.5598,33418.5805,Opp Jln Pesawat Jurong Pier Rd
1.319190308,103.710547,21309,14336.7156,33495.2162,Aft Jln Pesawat Jurong Pier Rd
1.323205141,103.7095638,21311,14227.3202,33939.1622,Bef Tractor Rd Jln Boon Lay
1.323773403,103.7098042,21319,14254.0789,34001.9965,Opp Tractor Rd Jln Boon Lay
1.326240558,103.7088543,21321,14148.375,34274.8078,UTOC Engrg Jln Boon Lay
1.326915483,103.7090179,21329,14166.5896,34349.4368,Opp UTOC Engrg Jln Boon Lay
1.330290492,103.7079679,21331,14049.7455,34722.6348,Opp Premier Milk Pte Ltd Jln Boon Lay
1.330424657,103.7083232,21339,14089.2959,34737.4681,Premier Milk Pte Ltd Jln Boon Lay
1.335173457,103.7089583,21341,14159.9947,35262.5638,Opp Beecham Pte Ltd Jln Boon Lay
1.335064598,103.7092447,21349,14191.876,35250.5251,Beecham Pte Ltd Jln Boon Lay
1.338821387,103.7095643,21351,14227.4604,35665.9307,Bef Boon Lay Way Jln Boon Lay
1.338670102,103.7099597,21359,14271.468,35649.2002,Aft St Kinetics Jln Boon Lay
1.343023233,103.7076718,21361,14016.8717,36130.5612,Blk 695 Jln Boon Lay
1.343091237,103.7080031,21369,14053.7412,36138.0789,Opp Blk 695 Jln Boon Lay
1.345227226,103.7061787,21371,13850.7204,36374.2767,Blk 680C Jln Boon Lay
1.345348552,103.7064891,21379,13885.2646,36387.6905,Blk 263 Jln Boon Lay
1.34961227,103.7085557,21381,14115.2737,36859.1399,St. Joseph`s Hme Jurong West Ave 2
1.349483942,103.709014,21389,14166.2839,36844.9474,Opp St. Joseph`s Hme Jurong West Ave 2
1.344850642,103.7084794,21391,14106.7532,36332.6226,River Valley High Sch Boon Lay Ave
1.344814079,103.7080599,21399,14060.066,36328.5821,Opp River Valley High Sch Boon Lay Ave
1.343389693,103.7120706,21409,14506.4112,36171.0578,Blk 191 Boon Lay Dr
1.343932702,103.7103305,21411,14312.7584,36231.1108,Opp Blk 188 Boon Lay Dr
1.343880607,103.7105765,21419,14340.1323,36225.349,Blk 188 Boon Lay Dr
1.347203078,103.710326,21421,14312.2726,36592.7331,Blk 176 Boon Lay Ave
1.347402033,103.7105915,21429,14341.8252,36614.7311,Blk 185 Boon Lay Ave
1.347656388,103.7124106,21431,14544.2685,36642.8464,Blk 210 Boon Lay Pl
1.348422778,103.7116589,21439,14460.6203,36727.5942,Boon Lay CC Boon Lay Pl
1.346382425,103.7132623,21441,14639.0505,36501.973,Blk 207 Boon Lay Pl
1.346398056,103.7130614,21449,14616.6923,36503.7025,Boon Lay Shop Ctr Boon Lay Pl
1.345248333,103.71473,21451,14802.3845,36376.5627,Blk 206 Boon Lay Dr
1.345580455,103.7149133,21459,14822.7889,36413.2861,Blk 209 Boon Lay Dr
1.327319722,103.7179936,21461,15165.4962,34394.0872,Bef Tukang Innovation Dr Jln Tukang
1.327475,103.7180853,21469,15175.6986,34411.2566,Bef Chia Ping Rd Jln Tukang
1.326731389,103.7154267,21471,14879.8178,34329.0457,Aft Tukang Innovation Dr Jln Tukang
1.326918056,103.7157017,21479,14910.4235,34349.685,Hup Leck Heavy Equipment Jln Tukang
1.32600146,103.7120884,21481,14508.2935,34248.3517,Grundfos Jln Tukang
1.326278398,103.7126543,21489,14571.282,34278.971,Opp Grundfos Jln Tukang
1.326863546,103.7108268,21491,14367.8952,34343.6838,Bef Boon Lay Way Quality Rd
1.32655549,103.7110243,21499,14389.8824,34309.6194,Bef Jln Tukang Quality Rd
1.330427714,103.7100021,21501,14276.1358,34737.7968,Bef Meiji Seika Quality Rd
1.331156391,103.7099872,21509,14274.487,34818.3704,Opp Meiji Seika Quality Rd
1.33311997,103.711077,21511,14395.7751,35035.4873,Opp Amoy Canning Chin Bee Ave
1.332959081,103.7112916,21519,14419.6544,35017.6958,Amoy Canning Chin Bee Ave
1.334138933,103.7145853,21521,14786.2219,35148.1402,PB Packaging Systems Chin Bee Ave
1.334083039,103.7150971,21529,14843.1765,35141.957,Opp Grandluxe Chin Bee Ave
1.331875761,103.7163448,21531,14982.0275,34897.8803,Clariant S`pore Third Chin Bee Rd
1.331361524,103.7163309,21539,14980.4735,34841.0186,Opp Kaily Packaging Third Chin Bee Rd
1.331380758,103.7198636,21541,15373.629,34843.127,Jurong Futsal Ctr Intl Rd
1.330882806,103.7189959,21549,15277.0541,34788.0704,Automotive Technology Intl Rd
1.326661043,103.7209862,21551,15498.5394,34321.2384,Blk 151 Yung Ho Rd
1.326626599,103.7206391,21559,15459.909,34317.4315,CISCO Recall Yung Ho Rd
1.328893153,103.7227432,21561,15694.0873,34568.0453,Blk 158 Corporation Dr
1.328572039,103.7228981,21569,15711.3266,34532.5374,Opp Blk 158 Corporation Dr
1.330567195,103.7230701,21571,15730.47,34753.151,Opp Jurong Sec Sch Corporation Dr
1.330134722,103.7231809,21579,15742.7993,34705.3298,Jurong Sec Sch Corporation Dr
1.33243351,103.7232864,21581,15754.555,34959.5179,Blk 65 Corporation Dr
1.332465688,103.7234581,21589,15773.6593,34963.0751,Opp Blk 65 Corporation Dr
1.334761036,103.7224281,21591,15659.0458,35216.8886,Opp Blk 117 Corporation Dr
1.334683561,103.7226849,21599,15687.6305,35208.3205,Blk 117 Corporation Dr
1.337270297,103.7210977,21601,15511.0011,35494.357,Blk 357 Corporation Dr
1.337751667,103.7210263,21609,15503.0518,35547.585,Opp Blk 364 Corporation Dr
1.338364342,103.7193196,21611,15313.1208,35615.3403,Blk 367 Corporation Dr
1.337935099,103.7181621,21619,15184.3066,35567.8827,Aft Corp Rd Corporation Dr
1.339214997,103.7220593,21621,15618.0252,35709.3876,Blk 354 Kang Ching Rd
1.33954477,103.7227567,21629,15695.644,35745.8487,Blk 334 Kang Ching Rd
1.333636261,103.7249361,21631,15938.1569,35092.504,Blk 115/Opp Japanese Gdn Yuan Ching Rd
1.333788611,103.7251164,21639,15958.2218,35109.3493,Japanese Gdn/Opp Blk 115 Yuan Ching Rd
1.336301262,103.7250087,21641,15946.2459,35387.1864,Opp Lakeside Apt Yuan Ching Rd
1.336708865,103.7251798,21649,15965.2904,35432.2563,Lakeside Apt Yuan Ching Rd
1.338730149,103.7240217,21651,15836.421,35655.7656,Opp Chinese Gdn Yuan Ching Rd
1.338960105,103.7241081,21659,15846.0333,35681.1926,Chinese Gdn Yuan Ching Rd
1.341765605,103.7214143,21661,15546.2577,35991.4245,Yuan Ching Sec Sch Yuan Ching Rd
1.341342145,103.7220952,21669,15622.0315,35944.597,Opp Blk 134D Yuan Ching Rd
1.338065,103.7237617,21671,15807.4762,35582.218,Blk 331 Tah Ching Rd
1.337762198,103.7235836,21679,15787.6605,35548.7365,Blk 329 Tah Ching Rd
1.342287322,103.714663,21681,14794.9107,36049.1489,Opp Blk 200 Boon Lay Way
1.342419846,103.7144234,21689,14768.2462,36063.804,Blk 200 Boon Lay Way
1.341078598,103.7113881,21691,14430.4451,35915.512,Opp Summerdale Boon Lay Way
1.34154982,103.7120308,21699,14501.9666,35967.6139,Summerdale Boon Lay Way
1.346998842,103.7157628,21711,14917.3351,36570.1199,Bet Blks 523/525 Corporation Rd
1.347794745,103.715073,21719,14840.5674,36658.1307,Opp Blk 529 Corporation Rd
1.330893333,103.7248047,21751,15923.5223,34789.2052,Jurong Sec Sch Yuan Ching Rd
1.330323876,103.7249113,21759,15935.3819,34726.2369,Opp Jurong Sec Sch Yuan Ching Rd
1.328313333,103.7247681,21761,15919.4292,34503.9217,Blk 138B Yuan Ching Rd
1.328475541,103.7249038,21769,15934.5352,34521.8572,Opp Blk 138B Yuan Ching Rd
1.326579924,103.7237302,21771,15803.9219,34312.255,Aft Corp Dr Yung Ho Rd
1.326435722,103.7242577,21779,15862.6276,34296.3072,Aft Yuan Ching Rd Yung Ho Rd
1.329021459,103.7237798,21799,15809.4442,34582.2277,Taman Jurong Terminal Hu Ching Rd
1.339323347,103.705457,22009,13770.3668,35721.4585,Boon Lay Int Jurong West Ctrl 3
1.321297979,103.707755,22011,14026.0109,33728.2877,Jurong Bird Pk Jln Ahmad Ibrahim
1.322024022,103.7071133,22019,13954.5962,33808.5736,Opp Jurong Bird Pk Jln Ahmad Ibrahim
1.321682451,103.7036931,22021,13573.9632,33770.8239,Givaudan Jln Ahmad Ibrahim
1.322449717,103.7026821,22029,13461.4509,33855.6704,Opp Givaudan Jln Ahmad Ibrahim
1.32216806,103.6985518,22031,13001.7808,33824.5507,Bef Pioneer Circus Jln Ahmad Ibrahim
1.322840765,103.6986162,22039,13008.9607,33898.9348,Markono Holdings Jln Ahmad Ibrahim
1.314635,103.6987308,22041,13021.664,32991.5802,Aft Tg Kling Rd Jln Buroh
1.314466389,103.6978889,22049,12927.9624,32972.9411,Bef Tg Kling Rd Jln Buroh
1.313869167,103.7020447,22051,13390.4645,32906.8785,Opp Buroh St Jln Buroh
1.313606111,103.7012625,22059,13303.4089,32877.7956,Aft Buroh St Jln Buroh
1.314276178,103.704641,22061,13679.4053,32951.8687,Ceva Logistics Jln Buroh
1.313654479,103.7037946,22069,13585.2109,32883.1292,Opp Ceva Logistics Jln Buroh
1.314336368,103.7069513,22071,13936.5226,32958.5111,Bef Jurong Pier Rd Jln Buroh
1.313943992,103.7080498,22079,14058.7732,32915.1179,Aft Jurong Pier Rd Jln Buroh
1.305995558,103.7003759,22081,13204.6976,32036.2627,Opp Natsteel Tg Kling Rd
1.305892778,103.7008781,22089,13260.5788,32024.8949,Natsteel Tg Kling Rd
1.308807217,103.6965559,22091,12779.5761,32347.1852,Aft Jln Samulun Shipyard Rd
1.308797648,103.6968896,22099,12816.7169,32346.1251,Bef Jln Samulun Shipyard Rd
1.317319604,103.6963118,22141,12752.4671,33288.4454,Aft Jln Buroh Pioneer Rd
1.317333006,103.6959517,22149,12712.3916,33289.9296,Bef Jln Buroh Pioneer Rd
1.320952337,103.6962716,22151,12748.0175,33690.1358,Hitachi Pioneer Rd
1.320952433,103.6966332,22159,12788.2532,33690.1442,Opp Hitachi Pioneer Rd
1.325516569,103.6964311,22161,12765.7902,34194.8256,Aft Lok Yang Way Pioneer Rd Nth
1.326245429,103.6966158,22169,12786.3482,34275.4183,Aft Intl Rd Pioneer Rd Nth
1.329541667,103.6963769,22171,12759.7889,34639.9019,Opp Secura S`pore Pioneer Rd Nth
1.330004723,103.6966591,22179,12791.1895,34691.1027,Secura S`pore Pioneer Rd Nth
1.333016111,103.6963769,22181,12759.8103,35024.0892,S`pore Post Pioneer Rd Nth
1.333697108,103.6966629,22189,12791.6383,35099.3888,Pioneer Junction Pioneer Rd Nth
1.33130584,103.6983275,22191,12976.8824,34834.9637,SBST Soon Lee Depot Soon Lee Rd
1.331039138,103.6985457,22199,13001.1583,34805.4717,Opp SBST Soon Lee Depot Soon Lee Rd
1.32764556,103.7026074,22219,13453.169,34430.202,Aft Neythal Rd Intl Rd
1.32790916,103.6978569,22221,12924.479,34459.3781,Aft Pioneer Rd Nth Intl Rd
1.327643343,103.6988747,22229,13037.7511,34429.9791,Bef Pioneer Rd Nth Intl Rd
1.340794867,103.697179,22231,12849.1179,35884.2217,Blk 639 Jurong West St 61
1.340819722,103.6974219,22239,12876.1559,35886.9686,Blk 624 Jurong West St 61
1.340122707,103.6993839,22241,13094.4994,35809.884,Opp Blk 622 Jurong West St 62
1.340160074,103.6986544,22249,13013.307,35814.0203,Blk 622 Jurong West St 62
1.340733333,103.7026567,22251,13458.7252,35877.3844,Blk 665A Jurong West St 62
1.340891364,103.7025464,22259,13446.4527,35894.8593,Blk 668D Jurong West St 62
1.329245829,103.7001115,22271,13175.4012,34607.1668,Bef Kwong Min Rd Soon Lee Rd
1.328492643,103.7037526,22281,13580.618,34523.8616,Aft Soon Lee Rd Fan Yoong Rd
1.329263333,103.70284,22289,13479.061,34609.0861,Bef Fan Yoong Rd Soon Lee Rd
1.330688335,103.7017741,22299,13360.4459,34766.6622,Bef Soon Lee Rd Kwong Min Rd
1.33327,103.7033808,22309,13539.2736,35052.1208,Aft Fan Yoong Rd Enterprise Rd
